latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
1.2302284,32.533543,1090.0,10800,Africa/Kampala,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),temperature_2m_mean (°C),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),relative_humidity_2m_max (%)
2015-01-01,30.6,19.4,0.00,25.1,12.5,893.1,73
2015-01-02,31.9,18.3,0.00,25.0,15.4,892.7,96
2015-01-03,32.4,17.5,0.00,25.0,10.1,893.1,78
2015-01-04,31.9,17.0,0.00,24.7,13.9,893.6,70
2015-01-05,31.2,18.7,0.00,25.3,16.6,893.4,78
2015-01-06,31.6,19.1,0.00,25.6,16.8,893.6,77
2015-01-07,31.2,18.3,0.00,25.5,15.7,894.5,69
2015-01-08,30.7,20.0,0.00,25.4,16.3,894.5,55
2015-01-09,30.4,20.2,0.00,25.3,17.1,894.8,50
2015-01-10,30.4,20.3,0.00,25.1,15.6,894.9,56
2015-01-11,29.9,19.9,0.00,24.5,20.7,894.7,50
2015-01-12,30.0,20.3,0.00,24.9,13.3,894.4,46
2015-01-13,30.4,19.8,0.00,25.2,14.6,894.4,50
2015-01-14,31.5,19.6,0.00,25.9,17.1,893.9,70
2015-01-15,32.4,19.5,0.00,26.5,15.0,893.6,66
2015-01-16,32.3,21.6,0.00,26.6,16.2,893.5,49
2015-01-17,32.7,20.3,0.00,26.4,17.4,893.0,55
2015-01-18,32.5,20.5,0.00,26.3,17.7,894.1,48
2015-01-19,32.0,19.0,0.00,25.8,13.1,893.8,62
2015-01-20,32.3,19.0,0.00,26.1,10.5,893.5,60
2015-01-21,31.2,19.4,0.00,25.9,12.6,894.7,62
2015-01-22,30.8,20.9,0.00,25.6,12.1,894.9,87
2015-01-23,30.6,19.6,0.00,25.2,13.0,893.3,87
2015-01-24,31.5,20.3,0.00,25.5,16.4,892.1,88
2015-01-25,31.5,20.2,0.00,25.5,11.9,893.0,91
2015-01-26,32.7,20.1,0.00,25.8,14.0,894.1,90
2015-01-27,32.4,18.3,0.00,25.7,10.8,893.1,93
2015-01-28,32.7,17.9,0.00,25.7,11.4,891.5,91
2015-01-29,33.3,19.0,0.00,26.0,9.7,891.7,98
2015-01-30,32.9,19.4,0.00,26.1,12.5,893.3,81
2015-01-31,33.0,20.7,0.00,26.7,13.3,894.2,86
2015-02-01,33.0,20.2,0.00,26.7,13.1,892.9,86
2015-02-02,33.8,20.3,0.00,27.3,12.4,891.9,89
2015-02-03,32.4,20.5,1.60,25.8,9.6,892.6,87
2015-02-04,33.1,21.1,0.00,26.9,15.5,892.7,87
2015-02-05,33.5,20.3,0.00,26.2,13.0,892.6,91
2015-02-06,34.3,20.3,0.00,27.2,10.9,892.7,92
2015-02-07,34.4,20.2,0.00,27.2,16.1,892.5,86
2015-02-08,34.2,20.7,0.00,26.8,15.2,891.9,83
2015-02-09,33.8,19.7,0.00,26.3,16.9,891.9,96
2015-02-10,33.7,20.5,0.00,26.7,14.4,892.5,91
2015-02-11,33.3,20.0,0.00,26.8,11.7,894.0,86
2015-02-12,33.4,21.1,0.00,27.4,13.0,893.5,80
2015-02-13,34.2,20.9,0.00,27.5,13.4,892.6,84
2015-02-14,33.2,21.7,0.00,27.9,14.6,892.6,72
2015-02-15,31.1,22.4,0.00,26.3,14.9,894.4,76
2015-02-16,32.5,20.0,0.00,26.2,12.1,894.4,89
2015-02-17,31.8,21.7,0.40,26.5,13.2,894.1,76
2015-02-18,32.3,21.4,2.30,25.7,12.3,893.2,78
2015-02-19,31.8,21.5,0.00,26.5,11.8,892.0,85
2015-02-20,32.7,22.0,0.10,27.0,12.7,891.3,76
2015-02-21,32.9,21.2,0.00,27.0,11.9,891.8,87
2015-02-22,31.9,21.5,0.00,26.7,10.9,892.3,82
2015-02-23,32.5,21.0,0.00,27.0,10.5,892.7,87
2015-02-24,32.4,21.4,0.00,26.9,14.8,893.1,80
2015-02-25,32.4,21.7,0.00,26.8,11.9,892.3,84
2015-02-26,31.7,21.0,0.40,26.1,13.0,892.3,86
2015-02-27,32.5,20.6,0.00,26.8,15.5,892.0,83
2015-02-28,33.5,21.6,0.00,27.5,14.1,891.8,74
2015-03-01,31.9,21.6,0.20,26.4,15.6,893.2,75
2015-03-02,32.7,21.3,0.30,26.7,9.4,892.2,81
2015-03-03,33.1,20.8,0.00,26.6,13.4,892.4,85
2015-03-04,33.8,20.5,0.00,27.2,14.6,893.1,85
2015-03-05,32.8,19.8,0.00,25.7,13.0,892.7,82
2015-03-06,33.3,20.3,0.00,26.5,13.0,893.7,89
2015-03-07,34.0,20.4,0.00,27.4,15.1,892.8,85
2015-03-08,34.6,21.2,0.00,27.9,15.5,893.0,76
2015-03-09,35.7,20.6,0.00,28.4,20.3,892.3,82
2015-03-10,35.7,23.8,0.00,29.5,16.7,892.4,41
2015-03-11,35.4,21.5,0.00,28.5,11.2,892.7,54
2015-03-12,34.0,21.7,0.00,27.9,15.8,893.1,61
2015-03-13,34.1,20.9,0.00,27.7,14.1,892.0,83
2015-03-14,34.8,21.3,0.00,28.5,18.2,892.0,81
2015-03-15,35.2,23.4,0.00,29.3,16.3,892.2,49
2015-03-16,35.8,20.3,0.00,28.7,14.7,891.9,61
2015-03-17,34.5,21.6,0.00,28.3,12.6,891.9,68
2015-03-18,35.4,21.9,0.00,28.6,16.2,891.2,79
2015-03-19,33.4,22.6,0.20,27.8,14.4,891.3,74
2015-03-20,33.2,21.8,0.00,27.9,14.1,891.7,80
2015-03-21,33.8,22.7,0.20,28.4,11.8,892.2,75
2015-03-22,32.2,22.2,0.90,27.4,8.6,892.3,73
2015-03-23,30.7,21.0,9.30,25.4,16.7,892.4,89
2015-03-24,27.9,20.3,7.20,23.7,11.9,893.1,94
2015-03-25,29.3,21.4,1.10,24.4,14.0,893.5,80
2015-03-26,29.0,20.5,3.60,24.2,10.1,893.9,91
2015-03-27,31.0,20.1,0.20,25.2,15.3,893.1,92
2015-03-28,28.1,20.4,8.20,23.6,10.2,893.3,91
2015-03-29,25.6,19.5,14.60,22.1,10.0,894.2,96
2015-03-30,26.7,19.5,3.10,22.3,11.3,894.6,92
2015-03-31,24.4,18.8,14.50,21.6,7.6,894.5,96
2015-04-01,24.5,19.4,3.30,21.7,8.4,894.5,99
2015-04-02,29.4,18.9,2.80,23.5,12.4,892.6,93
2015-04-03,24.8,19.7,14.90,21.8,11.1,891.7,96
2015-04-04,23.8,19.1,5.60,21.0,9.3,893.1,92
2015-04-05,28.2,18.5,7.70,22.3,11.0,893.0,94
2015-04-06,27.8,19.3,2.80,23.0,12.0,893.7,94
2015-04-07,28.3,19.0,3.00,23.3,9.2,893.7,98
2015-04-08,29.1,19.1,0.90,23.6,12.4,893.1,96
2015-04-09,27.1,19.7,7.80,22.9,14.3,893.2,96
2015-04-10,28.8,20.4,0.30,23.9,7.1,893.9,94
2015-04-11,27.8,19.3,7.40,23.1,10.4,894.6,95
2015-04-12,27.7,19.2,0.70,23.4,9.0,894.9,98
2015-04-13,27.7,18.9,0.50,23.6,9.2,894.4,98
2015-04-14,27.7,19.3,2.10,23.6,6.1,893.1,94
2015-04-15,25.9,19.1,11.10,22.2,6.1,892.8,96
2015-04-16,25.6,19.2,12.70,22.0,9.0,894.7,97
2015-04-17,24.9,19.8,11.50,21.8,9.1,895.4,97
2015-04-18,26.3,19.6,2.70,22.0,10.2,895.1,98
2015-04-19,27.5,19.1,3.60,22.5,10.8,894.2,95
2015-04-20,28.4,20.0,3.40,23.4,9.4,893.8,91
2015-04-21,25.4,19.1,5.70,22.1,13.7,894.2,97
2015-04-22,26.4,19.4,4.90,22.0,14.4,895.0,94
2015-04-23,28.0,19.2,1.70,22.9,13.8,894.6,96
2015-04-24,27.9,18.8,5.50,22.7,10.8,894.1,95
2015-04-25,28.0,19.3,8.00,22.8,13.3,893.6,95
2015-04-26,24.8,19.3,6.60,21.6,11.7,894.8,94
2015-04-27,26.1,18.2,0.10,21.9,10.1,895.4,92
2015-04-28,28.5,18.9,1.30,23.0,9.4,894.7,91
2015-04-29,28.3,19.2,2.90,23.1,10.5,893.3,94
2015-04-30,27.0,19.5,4.40,22.6,11.7,893.7,94
2015-05-01,26.3,19.5,9.60,22.3,10.6,893.6,94
2015-05-02,25.0,19.8,5.30,22.2,13.8,893.6,93
2015-05-03,26.2,18.9,7.60,21.8,9.4,893.8,96
2015-05-04,26.9,18.7,2.50,22.2,8.2,894.2,99
2015-05-05,26.1,19.4,7.20,22.0,10.8,893.4,93
2015-05-06,27.2,19.1,7.10,22.3,10.7,893.1,95
2015-05-07,22.0,19.0,24.20,20.1,10.9,895.1,98
2015-05-08,26.3,17.2,5.90,21.1,8.6,895.7,97
2015-05-09,25.1,18.7,6.90,21.2,10.6,895.5,94
2015-05-10,26.4,17.8,3.90,21.7,10.0,894.9,97
2015-05-11,27.4,18.2,3.00,22.5,8.6,894.6,97
2015-05-12,25.9,19.2,3.60,22.5,8.6,895.4,99
2015-05-13,26.8,18.9,0.70,22.6,9.4,895.1,98
2015-05-14,27.1,19.1,6.70,22.8,8.0,894.6,97
2015-05-15,28.3,18.8,3.40,23.3,8.4,894.4,99
2015-05-16,27.4,20.0,5.10,22.7,11.4,894.3,95
2015-05-17,27.6,19.0,3.70,22.9,9.7,894.3,99
2015-05-18,27.6,19.0,5.20,22.6,8.5,894.9,99
2015-05-19,27.1,19.7,5.30,22.7,10.6,894.7,99
2015-05-20,26.8,19.3,4.80,22.8,11.5,895.3,96
2015-05-21,27.4,18.8,3.90,22.7,9.1,895.8,99
2015-05-22,28.2,19.1,0.30,23.2,10.4,895.8,95
2015-05-23,27.7,19.6,4.50,22.6,10.4,895.1,95
2015-05-24,25.4,19.3,4.30,22.3,10.0,894.8,94
2015-05-25,27.2,18.6,0.70,22.6,7.2,894.5,99
2015-05-26,25.0,19.0,2.10,21.6,9.0,894.9,98
2015-05-27,26.9,19.0,6.40,22.3,10.6,894.9,98
2015-05-28,27.2,18.8,2.70,22.7,9.0,894.3,96
2015-05-29,27.6,18.9,5.80,22.6,10.8,893.4,99
2015-05-30,26.4,19.4,3.10,22.1,11.2,893.6,99
2015-05-31,25.0,18.7,19.70,21.3,9.1,893.3,98
2015-06-01,25.1,18.4,9.40,21.1,9.2,893.7,98
2015-06-02,25.6,17.5,8.00,21.2,8.0,894.6,98
2015-06-03,26.4,17.9,0.50,22.2,5.5,894.0,99
2015-06-04,26.0,19.8,15.30,22.2,10.0,893.8,94
2015-06-05,26.2,18.8,7.60,21.8,6.4,893.2,99
2015-06-06,26.1,18.9,1.40,22.1,7.4,894.3,99
2015-06-07,26.6,18.8,0.00,22.2,8.4,894.7,98
2015-06-08,27.1,18.1,0.00,22.5,10.0,894.3,99
2015-06-09,26.7,18.8,8.70,22.1,10.2,894.4,95
2015-06-10,27.3,19.0,4.30,22.0,12.7,894.2,99
2015-06-11,26.1,18.9,5.60,22.0,7.7,894.7,97
2015-06-12,27.2,18.3,0.80,21.9,10.8,894.5,99
2015-06-13,26.6,19.2,0.20,22.5,8.3,895.2,97
2015-06-14,26.8,18.6,1.50,22.3,6.9,895.1,97
2015-06-15,27.7,18.6,0.00,23.0,7.2,894.2,98
2015-06-16,27.8,18.6,3.40,22.8,11.5,893.7,95
2015-06-17,27.2,19.4,0.20,22.8,6.2,892.8,99
2015-06-18,24.7,19.6,16.30,22.0,9.4,893.9,94
2015-06-19,26.1,18.7,3.30,21.7,7.9,895.0,99
2015-06-20,24.5,18.1,1.60,21.1,6.9,895.8,99
2015-06-21,25.0,18.2,5.80,21.4,9.4,896.0,99
2015-06-22,25.8,18.9,5.20,21.7,10.2,896.8,94
2015-06-23,26.6,18.6,2.70,21.8,11.9,896.9,97
2015-06-24,26.7,17.9,1.40,21.9,9.0,897.1,95
2015-06-25,26.9,18.4,6.60,22.2,6.3,897.2,98
2015-06-26,26.2,18.9,5.90,21.9,10.2,897.0,97
2015-06-27,26.4,18.9,6.00,21.9,8.7,896.7,99
2015-06-28,26.3,19.2,0.70,22.5,8.4,896.5,95
2015-06-29,28.0,19.1,0.00,23.3,9.0,896.5,96
2015-06-30,27.7,19.1,7.10,22.7,12.1,894.9,96
2015-07-01,25.8,20.0,3.40,22.2,9.1,895.5,95
2015-07-02,25.9,19.4,2.20,22.1,7.5,895.9,96
2015-07-03,26.5,19.3,1.20,21.9,10.2,896.0,95
2015-07-04,26.5,18.5,0.50,21.9,9.9,896.2,99
2015-07-05,26.9,18.3,0.20,22.7,7.1,896.4,97
2015-07-06,27.0,19.4,0.30,22.8,6.9,896.2,91
2015-07-07,26.6,18.4,8.20,22.3,10.6,895.6,91
2015-07-08,26.8,18.4,0.40,22.5,10.9,895.5,92
2015-07-09,27.2,18.5,0.40,22.9,12.7,895.2,92
2015-07-10,27.2,18.3,1.10,22.6,9.8,895.1,97
2015-07-11,27.0,18.8,1.40,22.6,9.7,895.4,94
2015-07-12,27.5,17.6,0.00,22.5,14.2,895.1,89
2015-07-13,26.6,17.1,0.00,22.0,12.1,895.2,92
2015-07-14,27.8,17.6,0.10,22.7,12.4,894.9,92
2015-07-15,27.4,17.5,0.00,22.7,13.1,894.4,96
2015-07-16,28.4,18.7,0.00,23.4,11.4,894.3,90
2015-07-17,27.7,19.4,0.10,23.6,8.9,895.2,88
2015-07-18,28.8,19.0,0.10,24.0,12.0,894.6,91
2015-07-19,27.9,20.4,2.10,23.7,9.0,894.6,91
2015-07-20,26.1,19.6,9.50,22.3,8.4,894.6,94
2015-07-21,27.7,18.4,4.00,22.2,9.0,895.0,98
2015-07-22,26.9,19.9,6.90,22.5,10.6,895.9,94
2015-07-23,26.2,19.8,9.20,22.0,8.1,895.8,93
2015-07-24,28.0,18.5,0.20,23.0,7.9,895.2,97
2015-07-25,27.7,20.1,0.70,23.5,8.4,894.9,88
2015-07-26,26.9,18.9,1.90,22.5,12.0,895.4,94
2015-07-27,28.5,18.9,0.20,23.3,9.7,894.3,98
2015-07-28,28.4,18.1,0.20,23.2,8.9,894.0,94
2015-07-29,25.0,19.3,3.70,21.8,9.8,895.2,93
2015-07-30,27.5,18.3,0.30,22.5,7.9,895.9,95
2015-07-31,27.4,18.7,5.10,22.6,7.0,895.4,93
2015-08-01,28.3,18.4,2.60,23.2,6.2,895.0,96
2015-08-02,27.2,19.7,5.70,22.7,10.9,895.4,91
2015-08-03,26.9,19.8,1.50,22.4,13.8,895.7,94
2015-08-04,28.0,18.9,1.70,22.7,9.3,895.0,93
2015-08-05,25.1,19.1,8.90,21.8,8.2,895.1,94
2015-08-06,27.0,19.1,0.80,22.5,9.2,895.0,95
2015-08-07,27.6,17.9,0.50,22.6,11.4,893.9,98
2015-08-08,27.2,17.9,5.30,22.1,9.5,894.5,93
2015-08-09,26.6,18.3,1.60,22.0,9.0,895.0,98
2015-08-10,28.1,18.3,0.00,23.1,9.4,894.4,95
2015-08-11,28.4,18.7,0.10,23.6,9.1,894.5,94
2015-08-12,27.8,19.4,0.30,23.4,10.5,895.3,91
2015-08-13,28.1,19.1,0.00,23.8,7.0,895.0,90
2015-08-14,28.7,19.1,0.10,23.9,9.7,895.1,90
2015-08-15,28.7,20.7,0.20,24.2,8.5,895.5,85
2015-08-16,28.6,19.6,3.50,23.3,13.0,895.0,93
2015-08-17,27.7,19.9,0.50,23.3,14.5,895.2,84
2015-08-18,29.0,19.4,0.00,23.7,6.8,894.7,88
2015-08-19,28.9,19.8,1.30,24.1,9.7,894.1,92
2015-08-20,29.5,20.5,2.00,24.2,10.8,894.0,93
2015-08-21,30.0,20.3,0.40,24.7,10.2,893.7,92
2015-08-22,28.9,20.3,3.20,23.7,14.3,893.4,92
2015-08-23,29.6,18.7,0.10,23.6,13.8,894.1,98
2015-08-24,26.9,19.5,0.00,22.9,14.4,894.8,84
2015-08-25,29.5,17.8,0.00,23.6,13.5,894.9,86
2015-08-26,29.3,19.7,0.00,24.1,14.2,894.7,88
2015-08-27,30.4,19.7,0.00,25.0,10.3,893.9,91
2015-08-28,30.2,20.8,0.00,25.2,13.4,894.0,85
2015-08-29,29.2,20.4,1.30,24.2,11.4,894.2,90
2015-08-30,27.9,20.7,6.30,23.4,10.2,895.3,89
2015-08-31,29.2,20.2,0.00,24.5,11.8,895.9,92
2015-09-01,27.4,19.4,4.20,23.1,10.2,895.4,95
2015-09-02,28.5,20.0,3.10,23.6,6.1,895.0,93
2015-09-03,27.4,18.9,6.00,22.8,11.7,894.8,96
2015-09-04,28.0,18.8,3.20,22.3,9.9,895.5,93
2015-09-05,28.8,18.6,2.90,23.0,6.5,895.3,98
2015-09-06,27.0,19.0,6.90,22.6,9.8,895.5,94
2015-09-07,28.5,18.4,0.30,23.1,9.6,894.0,97
2015-09-08,28.0,20.7,1.30,23.5,9.0,893.9,88
2015-09-09,27.9,20.0,2.70,23.7,9.2,894.1,92
2015-09-10,28.2,19.9,1.30,23.8,11.2,893.7,92
2015-09-11,29.6,20.9,0.10,24.5,11.7,894.1,92
2015-09-12,29.6,21.0,0.20,24.7,10.0,894.8,90
2015-09-13,29.0,19.5,4.20,23.3,13.5,895.1,98
2015-09-14,30.3,19.1,1.30,24.0,12.6,895.1,96
2015-09-15,28.9,20.3,0.20,24.3,11.8,894.4,91
2015-09-16,28.3,20.2,0.30,23.8,12.0,894.5,93
2015-09-17,29.1,19.7,0.30,24.3,8.7,894.4,93
2015-09-18,28.9,20.6,0.10,24.3,8.9,895.0,90
2015-09-19,29.8,20.5,0.20,24.9,9.7,895.3,91
2015-09-20,30.5,21.1,2.10,25.2,11.3,894.9,88
2015-09-21,28.2,21.1,5.40,23.7,11.0,894.6,88
2015-09-22,28.9,19.2,0.00,24.2,10.1,894.7,92
2015-09-23,28.3,20.2,0.00,24.3,12.6,894.8,88
2015-09-24,30.1,20.6,0.10,24.9,9.7,894.3,89
2015-09-25,28.3,20.1,3.90,24.0,12.2,893.9,94
2015-09-26,28.1,20.3,8.80,23.4,8.3,893.4,93
2015-09-27,27.5,20.3,0.30,23.8,9.4,894.1,92
2015-09-28,29.1,19.8,0.10,24.1,9.4,894.0,95
2015-09-29,31.1,20.2,0.00,25.4,11.0,892.9,93
2015-09-30,30.8,20.8,0.00,25.8,12.2,891.7,86
2015-10-01,28.7,21.8,2.40,24.3,11.9,892.4,86
2015-10-02,27.7,19.5,13.70,23.3,12.2,893.2,95
2015-10-03,28.9,19.4,0.70,24.1,9.4,894.4,94
2015-10-04,29.8,19.7,1.90,24.4,8.8,894.6,99
2015-10-05,30.6,20.8,2.90,24.9,10.6,894.6,91
2015-10-06,29.9,20.1,1.50,24.6,8.2,894.3,94
2015-10-07,29.9,20.5,0.90,24.8,10.8,894.5,86
2015-10-08,30.3,20.8,0.10,25.4,8.7,894.1,93
2015-10-09,30.1,21.0,0.00,25.2,10.0,893.5,86
2015-10-10,28.7,19.8,18.10,23.6,7.3,893.5,95
2015-10-11,26.4,20.4,8.80,23.1,9.1,894.9,95
2015-10-12,28.4,20.2,0.10,24.4,7.7,895.4,93
2015-10-13,25.5,19.8,15.60,22.8,8.4,894.5,96
2015-10-14,27.5,19.5,15.80,22.7,9.9,893.7,97
2015-10-15,28.1,21.0,0.80,24.0,8.7,893.2,93
2015-10-16,28.4,21.0,2.00,24.3,9.4,893.0,92
2015-10-17,26.8,19.3,11.70,23.1,8.6,893.9,98
2015-10-18,25.3,19.4,28.20,21.9,9.2,895.0,97
2015-10-19,25.5,18.8,7.70,22.3,10.0,895.4,98
2015-10-20,26.4,19.0,8.60,22.1,6.3,894.8,97
2015-10-21,27.8,19.5,0.30,23.1,5.6,893.5,99
2015-10-22,26.7,20.6,3.50,23.1,7.7,893.9,92
2015-10-23,25.6,19.8,9.20,22.3,8.9,894.0,96
2015-10-24,25.4,19.3,4.40,21.9,10.1,893.9,99
2015-10-25,26.2,19.4,2.80,22.3,8.3,894.9,92
2015-10-26,25.3,19.4,8.20,22.0,9.0,895.5,96
2015-10-27,25.9,19.6,5.90,22.7,8.2,894.5,94
2015-10-28,27.4,19.3,7.90,22.6,7.7,892.5,98
2015-10-29,21.9,19.2,37.40,20.5,12.0,893.0,97
2015-10-30,25.7,18.1,2.00,21.3,6.4,894.1,99
2015-10-31,24.5,18.1,9.30,21.3,8.2,893.7,99
2015-11-01,26.5,18.8,3.90,22.3,9.5,893.6,95
2015-11-02,26.8,19.1,3.00,23.0,7.6,893.5,95
2015-11-03,25.6,19.4,6.70,22.3,8.4,893.4,99
2015-11-04,23.4,19.1,10.70,21.0,11.8,893.8,97
2015-11-05,24.4,19.0,12.60,21.4,7.6,895.0,95
2015-11-06,25.9,18.7,4.30,22.1,6.6,894.1,98
2015-11-07,26.6,18.4,7.80,21.8,9.7,893.6,98
2015-11-08,24.8,18.6,11.60,21.3,11.3,895.2,97
2015-11-09,24.9,19.1,11.80,21.5,7.1,895.3,97
2015-11-10,25.8,18.1,9.40,21.2,10.0,894.7,98
2015-11-11,25.7,17.7,1.40,21.8,6.4,894.3,99
2015-11-12,27.3,18.3,0.00,22.8,6.3,894.0,96
2015-11-13,27.0,18.8,1.90,23.1,7.4,894.5,96
2015-11-14,26.6,19.7,1.30,23.0,11.9,893.3,95
2015-11-15,27.2,20.3,2.00,23.1,10.8,892.1,96
2015-11-16,24.4,19.5,7.50,21.4,10.8,893.7,94
2015-11-17,23.1,18.7,0.70,20.8,7.8,894.2,96
2015-11-18,26.0,18.3,2.30,22.2,7.6,893.1,92
2015-11-19,25.1,18.6,8.50,21.7,7.1,892.7,99
2015-11-20,27.2,18.8,5.70,22.4,6.9,892.3,99
2015-11-21,25.1,18.5,6.00,21.5,9.2,892.0,97
2015-11-22,25.8,18.6,9.20,22.2,8.3,892.5,98
2015-11-23,27.5,18.8,0.30,22.8,8.5,892.9,99
2015-11-24,27.8,19.0,0.10,23.1,8.1,892.9,99
2015-11-25,27.6,19.2,0.00,23.5,9.0,892.3,96
2015-11-26,27.6,19.3,1.30,23.2,8.0,892.4,92
2015-11-27,22.9,18.6,7.80,20.6,9.3,894.4,98
2015-11-28,25.4,17.7,0.20,21.5,7.0,894.6,94
2015-11-29,26.7,18.1,6.80,22.0,11.5,894.2,98
2015-11-30,25.2,18.7,12.20,21.1,13.3,895.1,99
2015-12-01,26.0,18.0,0.70,21.7,8.0,895.2,99
2015-12-02,25.8,18.8,7.80,22.2,10.3,894.8,98
2015-12-03,24.3,18.7,15.50,21.2,7.4,895.2,99
2015-12-04,26.3,18.9,0.00,22.5,8.5,894.8,97
2015-12-05,27.3,17.8,3.80,22.6,6.1,894.3,98
2015-12-06,26.7,19.2,1.20,22.6,6.0,895.3,98
2015-12-07,27.5,18.7,5.80,23.2,8.4,894.9,98
2015-12-08,27.2,19.6,2.30,23.4,9.5,894.9,98
2015-12-09,26.0,19.4,4.20,22.6,6.2,894.8,97
2015-12-10,26.4,18.8,9.70,22.4,8.4,895.6,96
2015-12-11,26.9,18.7,0.20,22.8,8.7,895.1,96
2015-12-12,27.2,19.0,0.30,23.2,9.4,893.9,98
2015-12-13,27.7,18.8,0.00,23.2,13.2,893.6,97
2015-12-14,27.5,19.1,0.00,22.9,8.6,894.0,82
2015-12-15,27.5,17.5,0.00,22.6,7.6,894.6,88
2015-12-16,26.7,18.7,0.00,22.7,7.4,894.4,88
2015-12-17,26.2,18.6,5.50,22.6,8.4,894.7,96
2015-12-18,26.3,18.3,4.50,22.5,8.9,894.6,97
2015-12-19,26.7,19.6,0.00,22.9,10.7,895.0,98
2015-12-20,26.6,19.7,0.40,23.1,9.0,895.4,93
2015-12-21,26.3,18.3,0.10,22.7,8.4,895.0,96
2015-12-22,27.3,18.6,0.20,23.0,8.5,894.7,97
2015-12-23,27.4,18.9,0.00,23.2,10.8,894.5,97
2015-12-24,27.8,19.1,0.00,23.4,13.1,894.9,96
2015-12-25,27.1,19.2,0.20,23.1,11.2,895.6,94
2015-12-26,27.3,20.7,0.30,23.8,10.5,894.5,87
2015-12-27,27.2,19.1,3.20,22.8,9.4,894.0,98
2015-12-28,27.1,19.8,1.10,22.9,7.6,894.4,99
2015-12-29,28.4,19.2,0.30,23.4,10.0,894.7,99
2015-12-30,28.9,18.8,0.00,23.6,9.4,894.2,99
2015-12-31,29.6,19.3,0.00,24.5,11.1,893.7,93
2016-01-01,29.4,19.5,0.00,24.7,10.2,894.8,87
2016-01-02,29.6,19.3,0.00,24.6,12.1,894.8,86
2016-01-03,29.5,19.0,0.00,24.9,13.0,893.3,95
2016-01-04,30.1,22.7,0.00,25.7,16.7,893.9,82
2016-01-05,30.0,20.7,0.20,25.0,10.1,894.1,91
2016-01-06,30.3,20.7,0.00,25.4,10.4,893.7,91
2016-01-07,30.3,20.9,0.10,25.4,10.2,894.6,93
2016-01-08,31.0,20.5,0.00,25.7,12.0,894.6,91
2016-01-09,30.7,20.8,0.00,26.0,14.2,893.6,90
2016-01-10,29.4,21.5,0.60,24.5,11.4,894.2,90
2016-01-11,27.7,21.7,0.50,23.9,10.4,894.9,87
2016-01-12,28.3,20.7,0.40,24.0,10.9,894.1,91
2016-01-13,28.5,20.3,0.00,24.4,8.2,893.5,93
2016-01-14,28.6,20.8,1.20,24.2,11.6,893.3,89
2016-01-15,27.5,20.5,3.90,23.6,9.5,894.0,91
2016-01-16,28.9,19.6,0.00,24.2,9.8,893.3,98
2016-01-17,27.1,20.7,3.00,23.9,7.6,893.0,89
2016-01-18,28.0,19.6,9.10,23.3,7.0,893.8,98
2016-01-19,26.3,19.5,4.70,22.0,8.2,893.5,98
2016-01-20,27.5,20.9,0.00,23.5,8.4,893.4,85
2016-01-21,27.6,20.4,1.00,23.7,7.9,893.4,89
2016-01-22,27.6,20.5,0.60,23.8,7.9,893.3,92
2016-01-23,29.2,19.6,0.00,24.5,9.9,893.5,92
2016-01-24,29.6,20.3,0.00,24.7,9.2,895.5,86
2016-01-25,29.8,19.8,0.00,24.7,12.7,895.6,90
2016-01-26,30.1,20.5,0.00,24.9,11.6,895.5,82
2016-01-27,30.3,20.4,0.00,25.0,14.5,895.5,71
2016-01-28,30.2,19.6,0.00,24.5,11.7,894.6,63
2016-01-29,29.7,18.8,0.00,24.4,14.4,894.5,56
2016-01-30,29.2,18.9,0.00,24.1,13.1,894.5,62
2016-01-31,28.6,20.8,0.80,24.8,9.5,894.3,88
2016-02-01,30.1,21.1,0.20,25.3,15.6,893.6,83
2016-02-02,30.3,19.2,0.00,25.2,10.7,893.8,81
2016-02-03,29.2,19.9,0.00,24.4,9.7,894.3,93
2016-02-04,30.5,18.6,0.00,24.8,9.0,893.6,95
2016-02-05,32.2,19.7,0.00,25.8,15.8,893.1,84
2016-02-06,32.5,18.3,0.00,25.8,12.5,893.3,90
2016-02-07,32.4,20.2,0.00,25.9,12.4,894.2,91
2016-02-08,32.7,21.3,0.00,26.6,15.1,894.6,90
2016-02-09,32.3,20.5,0.00,26.4,10.1,894.7,93
2016-02-10,32.8,20.4,0.00,26.8,10.6,893.7,82
2016-02-11,33.4,22.3,0.00,27.5,12.3,893.5,62
2016-02-12,31.3,20.7,0.00,26.0,10.9,893.8,90
2016-02-13,31.4,21.0,0.00,26.2,12.4,892.9,91
2016-02-14,32.5,22.2,0.00,26.7,13.6,893.1,71
2016-02-15,32.2,21.2,0.00,26.3,13.7,893.6,89
2016-02-16,32.9,20.5,0.00,26.4,14.2,894.1,94
2016-02-17,32.7,20.2,0.20,26.6,14.1,894.0,89
2016-02-18,32.6,21.7,0.00,27.1,12.0,892.6,78
2016-02-19,33.5,22.2,0.00,27.7,14.8,891.6,71
2016-02-20,31.5,23.2,0.30,26.5,12.1,893.0,83
2016-02-21,32.1,21.3,2.40,25.6,13.3,893.5,90
2016-02-22,31.6,20.4,0.00,26.1,12.6,893.1,94
2016-02-23,32.5,22.0,0.00,27.0,13.4,893.0,90
