latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
1.2302284,32.533543,1090.0,10800,Africa/Kampala,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),temperature_2m_mean (°C),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),relative_humidity_2m_max (%)
2016-02-24,31.6,21.6,0.10,26.7,11.6,893.1,93
2016-02-25,32.2,22.3,0.00,27.2,11.5,893.6,85
2016-02-26,32.7,21.6,0.00,27.4,9.1,893.2,88
2016-02-27,31.4,24.1,4.80,26.9,17.0,893.4,71
2016-02-28,32.4,21.6,0.00,26.7,16.0,893.8,88
2016-02-29,32.0,21.3,0.10,26.5,10.4,894.1,91
2016-03-01,32.3,22.0,0.10,27.0,15.3,893.7,87
2016-03-02,32.9,21.6,0.00,27.4,13.0,892.7,88
2016-03-03,30.8,22.8,0.60,26.4,10.2,892.8,86
2016-03-04,33.1,21.7,0.00,27.0,14.1,893.1,89
2016-03-05,34.4,20.4,0.00,27.5,13.8,893.2,95
2016-03-06,33.6,20.7,0.00,27.5,15.3,892.5,92
2016-03-07,32.6,21.9,0.00,27.6,10.8,892.2,87
2016-03-08,31.2,22.6,6.10,25.6,11.5,892.6,81
2016-03-09,27.1,20.8,2.90,23.7,13.6,894.5,91
2016-03-10,30.3,20.3,0.30,25.0,11.8,893.0,93
2016-03-11,32.3,20.9,0.00,26.4,14.8,892.4,90
2016-03-12,31.7,21.6,0.30,26.3,13.7,893.7,92
2016-03-13,33.6,20.6,0.00,26.9,11.7,893.4,93
2016-03-14,34.2,20.7,0.00,27.6,11.5,893.9,90
2016-03-15,34.1,21.0,0.00,27.9,15.5,893.6,85
2016-03-16,33.0,21.6,0.00,27.4,12.0,893.9,75
2016-03-17,33.5,22.3,0.20,26.9,10.8,895.1,74
2016-03-18,30.2,21.7,1.80,25.6,7.7,895.4,85
2016-03-19,32.1,21.4,0.20,26.8,10.8,893.7,87
2016-03-20,33.4,22.0,0.00,27.8,14.5,893.3,84
2016-03-21,31.5,22.5,3.00,27.0,11.8,893.9,80
2016-03-22,29.7,21.9,3.70,25.8,11.5,894.1,89
2016-03-23,30.9,21.7,0.00,26.3,10.2,893.4,87
2016-03-24,31.4,22.6,0.30,26.4,12.0,893.2,83
2016-03-25,31.8,22.0,0.00,26.8,11.2,894.1,86
2016-03-26,32.8,21.4,0.00,27.2,10.2,894.1,91
2016-03-27,33.4,22.4,0.00,27.9,12.7,894.3,76
2016-03-28,34.0,22.4,0.30,27.5,13.7,893.6,75
2016-03-29,33.7,22.0,0.30,27.2,14.2,893.3,89
2016-03-30,31.7,22.1,0.70,27.1,8.3,893.7,90
2016-03-31,31.4,22.9,0.20,27.0,11.8,892.8,83
2016-04-01,26.7,20.9,10.00,23.9,9.0,892.6,93
2016-04-02,28.3,20.3,2.70,24.2,8.9,893.6,94
2016-04-03,28.2,20.3,7.50,23.2,11.9,895.2,95
2016-04-04,26.3,20.3,4.50,22.8,10.0,895.5,97
2016-04-05,30.2,20.4,0.20,24.7,11.0,893.7,91
2016-04-06,30.8,20.8,2.20,25.0,13.0,891.8,88
2016-04-07,26.0,21.4,10.60,23.2,12.8,892.6,92
2016-04-08,28.7,20.3,0.90,24.0,8.7,894.6,93
2016-04-09,28.3,20.4,7.80,23.7,8.9,894.2,91
2016-04-10,27.4,20.3,4.20,23.4,14.5,893.9,94
2016-04-11,28.4,20.1,2.60,23.7,11.8,894.2,98
2016-04-12,28.7,20.9,4.40,23.7,13.4,893.8,92
2016-04-13,27.0,19.9,9.70,22.8,12.2,893.1,96
2016-04-14,26.6,19.9,1.40,22.6,9.9,892.9,99
2016-04-15,27.8,19.9,9.50,23.3,12.8,893.0,94
2016-04-16,25.5,20.7,5.20,23.0,8.7,893.7,95
2016-04-17,25.4,19.8,23.60,21.9,8.0,894.6,97
2016-04-18,25.9,19.6,5.90,22.5,7.4,895.0,98
2016-04-19,25.9,19.4,6.10,22.4,6.6,894.7,96
2016-04-20,27.6,19.1,0.60,23.2,8.4,894.9,98
2016-04-21,28.4,20.0,0.00,24.2,10.5,894.3,96
2016-04-22,27.3,20.6,7.40,23.6,10.7,894.0,95
2016-04-23,28.0,19.7,0.50,23.9,10.5,892.8,99
2016-04-24,26.9,20.3,13.80,22.8,11.3,892.3,94
2016-04-25,27.7,20.3,6.60,23.0,10.1,892.4,95
2016-04-26,24.7,20.3,2.40,22.1,10.1,893.2,95
2016-04-27,26.9,19.7,5.60,22.5,11.2,893.5,97
2016-04-28,24.4,20.4,4.00,22.3,10.9,893.4,93
2016-04-29,26.1,19.9,1.30,22.4,8.3,893.3,98
2016-04-30,26.7,19.6,2.90,22.7,8.4,893.1,92
2016-05-01,22.1,19.6,23.90,20.8,8.4,893.9,97
2016-05-02,27.7,18.9,2.60,22.5,9.4,893.7,98
2016-05-03,26.7,18.4,3.20,22.3,12.7,893.7,98
2016-05-04,26.5,19.1,3.80,22.4,8.8,893.8,97
2016-05-05,26.0,18.8,8.60,22.0,11.4,894.1,99
2016-05-06,24.9,19.1,11.50,21.7,7.9,895.2,99
2016-05-07,26.7,19.2,6.30,22.3,8.8,894.9,97
2016-05-08,26.5,19.3,11.60,22.4,11.9,895.2,98
2016-05-09,27.5,19.3,8.10,22.6,11.9,895.3,98
2016-05-10,23.9,18.9,10.10,21.1,6.8,896.6,98
2016-05-11,26.6,19.0,6.60,21.9,9.5,895.8,98
2016-05-12,27.2,19.2,9.40,22.3,10.7,894.7,98
2016-05-13,27.4,18.6,5.10,22.9,10.3,894.4,97
2016-05-14,28.1,19.0,0.70,23.3,10.1,894.4,99
2016-05-15,27.2,20.1,3.90,23.0,11.2,895.8,96
2016-05-16,27.6,20.0,0.80,22.9,9.3,896.2,98
2016-05-17,27.1,18.0,0.70,22.4,10.1,895.5,99
2016-05-18,27.6,18.0,0.50,22.6,12.4,895.3,96
2016-05-19,26.7,18.5,6.70,22.2,8.0,895.0,98
2016-05-20,26.1,19.6,1.20,22.7,11.9,895.1,96
2016-05-21,27.1,19.4,6.30,22.8,13.5,895.2,93
2016-05-22,27.7,21.0,1.00,23.4,9.3,896.0,92
2016-05-23,27.7,19.8,2.00,23.0,8.9,896.6,94
2016-05-24,27.6,19.0,1.60,23.1,8.4,896.8,98
2016-05-25,27.2,19.0,0.40,23.1,10.2,896.4,98
2016-05-26,26.5,19.4,0.30,22.7,6.8,895.8,95
2016-05-27,28.0,19.0,0.20,23.2,8.1,895.4,98
2016-05-28,28.2,19.9,0.60,23.7,8.7,895.4,93
2016-05-29,27.8,19.6,0.10,23.6,10.2,895.0,95
2016-05-30,28.1,19.1,0.50,23.6,9.8,894.8,97
2016-05-31,27.9,19.5,0.10,23.5,10.2,895.8,93
2016-06-01,27.9,18.7,0.00,23.4,10.6,896.0,97
2016-06-02,28.7,18.5,0.00,23.8,11.6,895.6,98
2016-06-03,28.4,18.7,0.00,23.8,10.4,894.5,96
2016-06-04,28.2,19.5,0.70,23.7,10.3,894.1,95
2016-06-05,28.1,19.1,2.40,23.4,10.0,894.9,97
2016-06-06,28.0,20.3,0.40,23.8,9.2,895.9,94
2016-06-07,27.7,18.8,0.40,23.3,13.9,896.1,93
2016-06-08,27.5,18.6,0.20,23.2,15.1,895.5,90
2016-06-09,27.5,19.5,0.20,23.3,16.3,895.6,83
2016-06-10,28.8,19.2,0.00,23.9,11.9,895.2,87
2016-06-11,27.9,19.4,0.70,23.7,13.9,895.3,91
2016-06-12,28.3,19.4,0.60,23.9,11.9,895.9,92
2016-06-13,28.4,19.1,1.50,23.5,12.5,895.5,92
2016-06-14,27.1,19.5,0.80,23.2,11.1,897.2,91
2016-06-15,24.8,19.8,5.90,22.3,8.9,896.7,89
2016-06-16,27.1,19.0,0.60,22.6,6.0,896.0,94
2016-06-17,26.0,19.4,12.40,21.7,9.4,895.9,93
2016-06-18,24.8,18.3,1.00,21.1,10.0,896.8,95
2016-06-19,26.3,18.0,3.90,21.8,8.0,896.1,96
2016-06-20,24.8,18.3,9.10,21.6,7.2,895.5,96
2016-06-21,24.3,18.8,0.80,20.9,12.0,896.9,94
2016-06-22,25.4,18.1,6.30,21.2,9.0,896.8,95
2016-06-23,24.4,17.9,5.30,21.2,8.7,896.8,99
2016-06-24,26.7,17.5,3.20,21.6,9.4,895.1,96
2016-06-25,26.6,18.7,5.00,21.9,10.5,894.9,94
2016-06-26,26.1,18.3,11.40,21.5,9.7,896.0,92
2016-06-27,26.4,17.6,0.80,21.8,12.8,896.4,94
2016-06-28,27.4,17.0,0.00,22.0,13.9,896.1,91
2016-06-29,26.9,17.7,0.00,22.2,14.1,896.3,85
2016-06-30,26.9,17.4,0.00,22.1,12.5,896.8,89
2016-07-01,28.1,18.1,0.00,22.5,11.4,897.1,87
2016-07-02,28.9,18.3,0.00,23.2,12.0,896.5,88
2016-07-03,28.0,18.7,0.10,23.3,9.2,896.1,91
2016-07-04,28.3,20.0,0.00,23.3,14.1,896.5,89
2016-07-05,28.0,19.5,0.00,23.2,15.0,895.5,85
2016-07-06,28.7,19.2,0.00,23.1,15.0,895.2,79
2016-07-07,27.7,18.7,1.30,22.6,9.8,895.6,82
2016-07-08,27.1,19.4,8.50,22.2,9.8,896.8,95
2016-07-09,27.3,19.4,5.20,22.4,12.2,895.7,97
2016-07-10,27.8,19.5,0.00,23.3,13.8,895.4,89
2016-07-11,26.4,20.3,1.60,22.6,11.3,895.7,84
2016-07-12,24.9,19.5,3.70,21.7,8.5,895.7,85
2016-07-13,26.9,19.3,3.50,22.4,11.1,895.3,95
2016-07-14,23.3,19.0,14.10,21.4,7.2,895.0,95
2016-07-15,27.7,18.2,0.00,22.6,11.0,894.1,96
2016-07-16,26.5,18.6,0.50,22.6,9.7,894.0,92
2016-07-17,27.1,18.6,4.10,22.5,11.4,894.7,93
2016-07-18,27.6,18.2,0.00,22.4,14.2,894.6,98
2016-07-19,28.2,18.0,0.40,23.1,10.5,894.2,94
2016-07-20,27.3,19.1,0.30,22.9,11.6,895.2,90
2016-07-21,27.3,19.9,0.30,23.4,10.8,895.6,89
2016-07-22,27.1,19.5,4.40,22.6,11.5,894.9,90
2016-07-23,26.6,19.2,5.50,22.4,7.1,894.4,95
2016-07-24,26.8,18.0,3.20,22.2,10.0,894.0,98
2016-07-25,26.9,18.0,0.20,22.3,14.1,894.0,97
2016-07-26,26.9,18.1,3.50,21.9,9.0,893.5,93
2016-07-27,27.2,17.9,1.20,22.3,12.9,894.1,94
2016-07-28,26.9,19.2,0.20,22.4,11.5,895.0,94
2016-07-29,25.8,19.7,3.30,22.4,8.9,894.5,91
2016-07-30,27.3,19.1,1.40,22.5,10.5,894.4,92
2016-07-31,27.8,19.0,6.90,22.4,9.0,894.2,95
2016-08-01,27.8,19.1,0.00,23.1,9.7,894.4,95
2016-08-02,27.2,18.9,0.10,22.9,7.6,894.7,90
2016-08-03,27.3,19.9,3.40,23.0,10.7,894.4,93
2016-08-04,26.0,19.7,5.60,22.0,10.1,894.3,94
2016-08-05,27.0,20.3,4.60,22.5,8.2,895.4,93
2016-08-06,25.9,20.4,4.00,22.5,11.8,895.6,90
2016-08-07,26.1,19.2,7.10,21.9,8.9,895.5,94
2016-08-08,24.5,19.2,2.60,21.1,10.9,896.4,96
2016-08-09,25.6,20.0,6.20,21.9,9.9,896.6,91
2016-08-10,24.6,17.8,14.00,21.4,9.0,896.1,98
2016-08-11,27.8,18.8,3.70,22.6,10.4,895.7,94
2016-08-12,27.8,19.4,4.30,22.8,7.9,894.5,92
2016-08-13,27.5,20.0,0.00,23.4,9.2,894.8,93
2016-08-14,27.7,19.3,0.10,23.5,11.8,894.7,90
2016-08-15,27.4,18.9,0.50,22.8,8.5,895.2,98
2016-08-16,26.3,18.6,9.40,22.4,11.6,895.2,97
2016-08-17,27.4,18.0,4.00,22.3,9.4,895.0,93
2016-08-18,28.1,16.9,0.00,22.5,12.0,894.1,93
2016-08-19,28.4,17.4,0.00,23.1,11.1,893.8,86
2016-08-20,27.8,18.8,0.00,23.3,7.4,894.2,92
2016-08-21,27.3,19.8,0.20,23.5,11.2,895.3,93
2016-08-22,29.3,20.4,0.20,24.4,9.4,894.8,89
2016-08-23,29.1,20.2,1.50,23.8,11.7,894.6,90
2016-08-24,27.0,20.6,9.30,23.0,9.3,894.4,94
2016-08-25,26.9,20.2,1.50,22.7,9.2,895.0,93
2016-08-26,26.4,18.2,3.30,22.0,11.9,894.9,95
2016-08-27,26.4,18.9,12.40,22.5,7.1,895.2,93
2016-08-28,26.8,18.6,1.80,22.4,11.6,895.2,93
2016-08-29,27.2,18.2,0.10,22.6,14.2,894.9,87
2016-08-30,27.6,18.0,0.20,22.7,11.5,894.4,88
2016-08-31,27.1,19.0,0.80,23.1,10.8,895.0,87
2016-09-01,28.2,19.8,0.10,23.5,12.6,895.3,87
2016-09-02,27.8,19.0,0.30,23.0,12.0,895.0,92
2016-09-03,29.1,19.7,0.00,23.9,11.4,894.4,84
2016-09-04,28.3,19.8,0.00,23.9,9.8,895.1,91
2016-09-05,29.6,19.5,0.20,24.4,10.0,895.6,92
2016-09-06,29.9,19.6,0.10,24.4,9.8,894.9,89
2016-09-07,29.3,21.0,1.30,24.5,9.7,895.3,87
2016-09-08,27.7,20.4,4.40,23.5,10.9,895.5,90
2016-09-09,29.6,18.9,1.10,23.4,11.6,895.1,98
2016-09-10,27.6,18.9,6.20,23.2,8.7,895.1,92
2016-09-11,28.4,20.0,0.00,24.1,10.8,895.0,91
2016-09-12,27.2,20.2,12.10,23.2,10.2,894.6,89
2016-09-13,28.5,18.2,0.00,23.4,7.3,893.9,96
2016-09-14,28.8,19.8,0.20,24.0,12.2,894.2,90
2016-09-15,27.7,19.0,11.00,23.0,6.9,893.7,98
2016-09-16,28.3,19.1,3.40,22.8,9.3,894.4,95
2016-09-17,27.2,19.4,0.00,23.2,10.2,895.5,93
2016-09-18,28.3,20.3,0.10,24.1,9.4,895.1,87
2016-09-19,26.2,20.2,3.90,23.1,10.5,894.8,91
2016-09-20,27.2,18.6,4.20,22.8,7.7,893.5,99
2016-09-21,28.1,20.6,0.50,23.9,14.3,894.3,89
2016-09-22,28.0,20.1,0.40,23.9,12.1,894.9,90
2016-09-23,28.5,20.1,0.10,24.1,9.5,894.7,93
2016-09-24,28.1,20.4,1.20,23.9,10.2,894.6,93
2016-09-25,27.9,18.9,4.50,23.6,8.5,893.1,95
2016-09-26,26.2,19.0,12.20,22.2,13.1,893.8,96
2016-09-27,26.4,18.8,3.10,22.5,11.5,894.9,97
2016-09-28,27.1,18.3,10.40,22.2,8.8,895.2,98
2016-09-29,25.3,19.5,3.80,22.2,10.5,895.3,93
2016-09-30,27.6,17.9,0.10,23.2,7.8,893.5,98
2016-10-01,28.3,19.5,0.20,24.0,8.0,891.5,94
2016-10-02,26.1,19.8,9.10,22.3,12.1,892.3,94
2016-10-03,24.9,19.1,4.20,21.5,10.0,894.2,95
2016-10-04,27.2,19.3,0.80,23.1,8.0,894.0,95
2016-10-05,22.4,18.9,12.90,20.4,10.2,893.2,96
2016-10-06,25.9,18.5,5.50,21.9,6.2,892.4,99
2016-10-07,28.6,18.6,0.00,23.7,10.8,892.6,96
2016-10-08,28.1,19.5,0.50,24.0,8.8,893.2,95
2016-10-09,29.1,19.6,0.00,24.4,10.8,893.1,98
2016-10-10,29.4,20.4,2.30,24.3,10.5,894.1,92
2016-10-11,28.8,19.1,1.10,23.8,9.1,894.2,96
2016-10-12,29.6,19.8,0.00,24.6,10.9,893.9,94
2016-10-13,28.4,20.7,1.80,24.2,10.9,894.0,91
2016-10-14,28.9,19.2,0.00,24.3,12.2,893.5,94
2016-10-15,30.0,19.4,0.00,24.7,13.9,892.6,94
2016-10-16,30.4,20.0,0.00,25.1,10.4,892.7,89
2016-10-17,30.5,21.1,0.00,25.3,11.5,892.6,85
2016-10-18,29.2,21.9,0.40,24.7,9.2,893.6,81
2016-10-19,29.9,21.1,0.00,24.9,10.7,893.7,89
2016-10-20,29.8,21.5,0.10,24.7,13.8,893.3,84
2016-10-21,27.4,21.0,4.60,23.3,9.8,894.4,89
2016-10-22,28.1,20.4,0.80,24.0,7.2,895.1,92
2016-10-23,30.2,21.1,0.00,25.1,12.4,894.4,90
2016-10-24,27.9,21.0,0.10,24.4,10.0,893.4,88
2016-10-25,30.0,21.7,0.00,25.7,14.3,891.8,82
2016-10-26,30.3,21.1,2.10,24.9,12.6,890.3,86
2016-10-27,28.8,21.1,0.10,24.6,12.2,892.8,88
2016-10-28,28.7,21.4,0.40,24.5,10.8,894.3,86
2016-10-29,29.3,19.3,0.00,24.7,10.5,893.4,91
2016-10-30,29.9,19.6,0.90,24.8,11.9,893.2,91
2016-10-31,30.1,20.5,0.00,25.4,11.7,893.8,87
2016-11-01,30.9,20.5,0.40,25.4,11.2,893.7,85
2016-11-02,30.2,20.5,3.80,24.6,9.4,893.3,89
2016-11-03,29.3,20.2,1.20,24.4,14.0,894.7,93
2016-11-04,29.0,19.2,2.70,23.7,10.7,896.3,95
2016-11-05,29.1,19.7,1.30,24.1,9.5,895.5,92
2016-11-06,29.5,19.6,1.90,24.1,10.8,894.8,95
2016-11-07,28.5,19.6,3.10,23.4,8.8,894.6,94
2016-11-08,27.9,19.3,6.40,22.9,11.0,895.4,94
2016-11-09,27.4,20.1,0.10,23.6,9.0,895.3,90
2016-11-10,29.5,21.3,0.30,24.6,12.4,893.5,84
2016-11-11,30.2,19.6,0.10,24.3,11.6,891.5,99
2016-11-12,30.4,21.3,0.00,24.9,13.9,891.8,90
2016-11-13,29.6,19.8,0.00,24.5,12.6,892.5,91
2016-11-14,29.1,19.8,3.10,23.9,11.9,893.1,91
2016-11-15,30.1,19.4,1.40,24.3,13.5,891.9,95
2016-11-16,30.3,20.1,1.00,24.5,12.7,891.2,92
2016-11-17,26.5,19.1,10.60,23.1,12.0,892.3,96
2016-11-18,26.8,19.6,6.00,22.8,11.0,893.5,92
2016-11-19,26.8,18.8,5.90,22.6,11.6,893.7,97
2016-11-20,28.8,18.9,0.10,23.8,8.3,892.4,98
2016-11-21,29.8,19.6,1.20,24.5,9.4,891.8,93
2016-11-22,28.1,19.4,4.80,23.7,15.5,893.2,95
2016-11-23,27.4,20.0,13.80,23.1,9.6,894.6,96
2016-11-24,27.2,19.5,12.80,23.4,8.0,894.3,97
2016-11-25,26.5,18.7,9.00,22.5,8.3,893.5,97
2016-11-26,28.6,18.8,0.30,23.4,5.2,892.7,98
2016-11-27,27.3,19.6,8.30,23.2,5.5,893.2,94
2016-11-28,28.6,19.5,1.10,23.7,9.8,892.4,98
2016-11-29,28.6,20.6,4.80,23.9,10.3,892.9,91
2016-11-30,28.4,19.8,0.40,24.0,11.8,893.4,97
2016-12-01,28.6,19.5,0.00,24.1,9.4,894.2,87
2016-12-02,28.8,19.2,0.30,24.1,9.4,894.2,98
2016-12-03,28.0,20.3,2.00,23.4,9.8,894.3,87
2016-12-04,27.2,19.4,0.90,23.0,12.6,893.9,93
2016-12-05,29.8,19.1,0.00,24.0,17.0,893.4,95
2016-12-06,30.6,20.7,0.00,24.9,18.3,892.7,77
2016-12-07,29.8,18.1,0.00,23.8,14.5,893.4,89
2016-12-08,28.8,19.5,0.00,23.3,10.2,894.5,97
2016-12-09,30.0,18.1,0.00,23.8,11.3,893.9,99
2016-12-10,30.0,18.5,0.00,24.4,13.3,893.5,99
2016-12-11,29.9,19.8,0.00,24.6,12.3,893.8,93
2016-12-12,28.6,19.3,3.20,23.7,10.6,893.4,93
2016-12-13,30.3,18.9,0.00,24.2,14.8,892.5,99
2016-12-14,30.1,19.4,0.00,24.5,10.5,892.8,98
2016-12-15,29.9,20.1,0.00,25.0,11.2,894.0,86
2016-12-16,30.6,19.1,0.00,24.9,11.7,894.6,89
2016-12-17,30.2,19.2,0.00,25.1,15.1,893.5,81
2016-12-18,31.2,20.5,0.00,25.7,17.5,892.4,73
2016-12-19,31.4,18.8,0.00,25.5,15.0,892.2,88
2016-12-20,32.8,19.9,0.00,26.3,19.6,892.0,74
2016-12-21,32.7,20.1,0.00,26.5,17.2,891.8,75
2016-12-22,32.6,23.2,0.00,27.3,19.5,892.7,60
2016-12-23,33.3,23.0,0.00,27.5,23.1,892.3,65
2016-12-24,32.6,23.1,0.00,27.7,21.0,891.7,52
2016-12-25,32.8,23.7,0.00,28.1,19.2,892.0,55
2016-12-26,32.4,23.4,0.00,27.8,14.7,892.3,61
2016-12-27,31.1,21.9,0.00,26.5,13.5,892.7,61
2016-12-28,32.1,21.3,0.00,26.4,15.1,892.8,69
2016-12-29,31.8,21.3,0.20,26.3,12.7,893.9,79
2016-12-30,31.7,20.6,0.00,26.0,15.8,894.3,91
2016-12-31,31.4,21.6,0.00,26.0,13.1,893.2,84
2017-01-01,31.8,19.9,0.00,25.1,16.1,893.0,89
2017-01-02,31.8,20.0,0.00,24.3,14.3,893.9,89
2017-01-03,32.7,18.5,0.00,25.0,14.5,894.2,96
2017-01-04,32.7,17.3,0.00,24.8,16.5,892.6,97
2017-01-05,33.2,19.4,0.00,25.9,18.8,892.2,82
2017-01-06,33.3,19.8,0.00,26.8,21.9,893.3,62
2017-01-07,33.2,21.3,0.00,26.9,14.8,893.2,59
2017-01-08,34.2,19.9,0.00,26.9,15.2,892.3,64
2017-01-09,34.5,18.4,0.00,26.9,15.0,891.6,46
2017-01-10,33.7,17.3,0.00,25.4,15.3,891.1,79
2017-01-11,33.0,19.1,0.00,26.2,19.1,891.9,83
2017-01-12,33.2,19.0,0.00,26.3,21.5,893.0,60
2017-01-13,32.7,18.1,0.00,25.7,15.7,892.5,65
2017-01-14,32.7,18.4,0.00,25.7,15.5,891.8,87
2017-01-15,34.0,18.1,0.00,25.7,17.5,891.7,82
2017-01-16,33.9,18.2,0.00,25.8,15.8,891.8,88
2017-01-17,33.8,19.9,0.00,26.2,23.2,892.0,68
2017-01-18,33.9,20.0,0.00,26.9,18.3,892.5,55
2017-01-19,33.9,20.1,0.00,26.9,17.1,893.2,62
2017-01-20,34.0,20.9,0.00,26.7,16.5,892.6,75
2017-01-21,33.2,19.1,0.00,25.1,20.0,892.7,83
2017-01-22,34.0,18.6,0.00,25.7,13.9,892.7,90
2017-01-23,34.0,18.8,0.00,25.6,18.1,892.7,95
2017-01-24,34.4,19.5,0.00,26.3,15.3,892.3,87
2017-01-25,33.7,18.8,0.00,26.0,15.8,892.6,85
2017-01-26,31.6,18.0,0.70,24.7,17.3,894.1,79
2017-01-27,32.8,17.9,0.00,25.0,15.8,894.8,82
2017-01-28,33.5,18.8,0.20,24.8,16.7,894.1,91
2017-01-29,32.8,19.4,2.00,24.5,17.4,894.7,92
2017-01-30,31.5,19.2,1.00,24.4,16.0,894.3,89
2017-01-31,31.8,18.8,0.40,24.3,15.3,893.8,88
2017-02-01,31.2,19.2,0.30,24.6,13.8,893.2,95
2017-02-02,30.0,18.9,0.00,24.6,14.8,892.9,94
2017-02-03,31.2,19.4,0.10,25.0,13.1,893.6,85
2017-02-04,30.6,18.8,1.10,24.1,12.4,894.1,96
2017-02-05,32.8,18.2,0.40,25.1,16.9,893.0,94
2017-02-06,33.2,18.4,0.00,25.4,14.4,892.4,95
2017-02-07,33.4,19.5,2.90,25.4,15.8,891.9,95
2017-02-08,33.0,19.5,0.30,25.5,17.1,891.5,93
2017-02-09,34.2,17.7,0.00,26.3,16.6,891.6,97
2017-02-10,34.1,18.0,0.00,25.7,21.4,891.1,98
2017-02-11,34.5,18.8,0.00,25.7,15.5,890.9,93
2017-02-12,34.5,18.6,0.00,25.9,16.4,891.1,94
2017-02-13,35.5,17.5,0.20,25.7,15.9,891.2,83
2017-02-14,32.1,20.0,0.00,25.9,12.7,892.4,84
2017-02-15,32.5,22.8,0.10,26.4,16.9,892.8,65
2017-02-16,33.2,21.9,0.20,27.3,14.2,893.1,69
2017-02-17,31.1,20.8,0.50,25.1,11.8,894.3,80
2017-02-18,29.1,20.1,0.70,24.1,9.4,895.1,81
2017-02-19,30.5,19.9,1.70,24.6,14.5,895.0,86
2017-02-20,31.1,18.6,0.20,24.6,18.1,894.2,92
2017-02-21,31.2,18.9,0.00,24.8,14.3,893.5,90
2017-02-22,28.4,19.0,1.50,23.3,14.8,894.6,95
2017-02-23,31.7,18.9,0.10,24.9,14.1,893.3,88
2017-02-24,30.5,21.0,4.90,24.2,17.2,893.4,84
2017-02-25,30.9,19.6,2.00,24.1,17.5,893.7,88
2017-02-26,30.2,19.2,1.10,24.0,13.0,892.9,92
2017-02-27,29.5,19.5,3.10,23.2,10.7,892.2,91
2017-02-28,29.0,18.6,0.60,23.2,13.1,892.7,90
2017-03-01,29.9,18.5,0.90,23.6,15.2,893.0,92
2017-03-02,31.5,17.9,0.80,23.6,20.0,893.1,95
2017-03-03,30.4,18.7,0.40,24.1,10.3,892.5,91
2017-03-04,30.5,18.8,0.60,23.6,15.8,892.5,92
2017-03-05,32.0,18.8,0.10,24.3,13.9,892.0,93
2017-03-06,31.1,19.5,0.40,24.7,12.5,891.6,94
2017-03-07,33.1,18.6,1.30,24.8,12.6,891.3,94
2017-03-08,32.5,19.2,0.20,25.0,17.3,890.7,92
2017-03-09,29.6,20.4,3.90,23.5,15.5,892.4,90
2017-03-10,31.2,19.4,0.10,24.4,14.9,891.9,89
2017-03-11,33.3,18.8,0.00,25.4,15.8,890.7,95
2017-03-12,33.8,19.3,0.00,25.9,24.2,891.8,94
2017-03-13,34.7,19.0,0.00,25.9,19.0,892.2,98
2017-03-14,33.8,19.6,0.20,25.9,10.5,892.2,95
2017-03-15,33.0,19.9,1.50,25.1,11.9,891.5,95
2017-03-16,26.1,20.0,6.80,22.5,14.5,892.6,93
2017-03-17,28.6,18.5,1.20,22.5,18.4,893.7,91
2017-03-18,30.7,17.3,0.00,24.0,12.3,893.2,97
2017-03-19,31.5,19.2,0.30,24.9,15.8,893.4,98
2017-03-20,29.9,19.8,0.70,24.4,18.4,893.8,95
2017-03-21,32.2,19.0,0.60,24.7,12.0,892.9,96
2017-03-22,30.0,19.6,0.90,24.4,11.9,892.3,88
2017-03-23,32.1,19.3,0.00,25.0,12.6,892.7,91
2017-03-24,30.6,19.9,0.00,25.0,15.2,893.4,91
2017-03-25,29.9,19.5,1.70,24.0,13.3,894.8,93
2017-03-26,31.0,18.4,0.00,23.8,9.0,894.8,97
2017-03-27,31.2,19.2,0.30,24.3,10.7,894.1,93
2017-03-28,30.6,20.5,3.10,24.7,12.6,893.7,91
2017-03-29,31.1,19.1,2.30,24.7,9.0,892.8,98
2017-03-30,30.5,20.0,0.00,24.1,10.9,893.5,89
2017-03-31,31.5,18.6,1.80,23.8,15.5,894.6,94
2017-04-01,29.5,18.9,0.50,23.6,15.8,894.2,95
2017-04-02,32.7,18.1,0.00,24.6,20.9,893.3,95
2017-04-03,30.2,18.4,1.00,24.1,18.2,893.2,97
2017-04-04,32.0,18.5,0.00,24.8,13.1,893.4,97
2017-04-05,30.6,19.4,2.00,25.0,12.7,893.4,92
2017-04-06,29.5,19.6,5.00,24.1,12.8,892.6,93
2017-04-07,26.9,20.5,5.40,23.2,17.1,892.9,86
2017-04-08,27.0,20.0,9.70,23.0,12.9,893.2,90
2017-04-09,31.5,19.5,1.50,24.3,14.8,892.8,93
2017-04-10,30.8,18.5,3.10,24.0,10.8,891.8,94
2017-04-11,31.2,19.8,1.80,24.1,12.1,891.4,94
2017-04-12,30.1,19.4,2.10,23.8,11.3,891.8,95
2017-04-13,31.6,19.2,0.20,24.8,12.1,892.2,96
2017-04-14,32.6,19.0,0.30,24.7,17.1,892.7,95
2017-04-15,31.7,18.9,0.00,25.0,8.7,892.9,91
2017-04-16,29.8,20.0,1.10,24.9,11.7,893.3,89
2017-04-17,28.4,20.0,9.00,23.3,9.4,893.7,94
